Retailer,Retailer ID,Invoice Date,Region,State,City,Product, Price per Unit,Units Sold, Total Sales, Operating Profit,Operating Margin,Sales Method
West Gear,1128299,7/26/2020,West,Washington,Seattle,Men's Athletic Footwear,  60 ,188,  11.280 ,  4.174 ,"0,37",Online
West Gear,1128299,7/27/2020,West,Washington,Seattle,Women's Street Footwear,  54 ,124,  6.696 ,  2.478 ,"0,37",Online
West Gear,1128299,7/28/2020,West,Washington,Seattle,Women's Athletic Footwear,  69 ,117,  8.073 ,  3.471 ,"0,43",Online
West Gear,1128299,7/29/2020,West,Washington,Seattle,Men's Apparel,  85 ,115,  9.775 ,  3.910 ,"0,4",Online
West Gear,1128299,7/30/2020,West,Washington,Seattle,Women's Apparel,  88 ,138,  12.144 ,  3.765 ,"0,31",Online
West Gear,1128299,7/31/2020,West,Washington,Seattle,Men's Street Footwear,  78 ,188,  14.664 ,  5.866 ,"0,4",Online
West Gear,1128299,8/1/2020,West,Washington,Seattle,Men's Athletic Footwear,  77 ,195,  15.015 ,  5.706 ,"0,38",Online
West Gear,1128299,8/2/2020,West,Washington,Seattle,Women's Street Footwear,  73 ,138,  10.074 ,  3.929 ,"0,39",Online
West Gear,1128299,8/3/2020,West,Washington,Seattle,Women's Athletic Footwear,  76 ,138,  10.488 ,  4.510 ,"0,43",Online
West Gear,1128299,8/4/2020,West,Washington,Seattle,Men's Apparel,  82 ,133,  10.906 ,  4.144 ,"0,38",Online
West Gear,1128299,8/5/2020,West,Washington,Seattle,Women's Apparel,  86 ,150,  12.900 ,  4.386 ,"0,34",Online
Foot Locker,1185732,8/6/2020,West,Washington,Seattle,Men's Street Footwear,  44 ,273,  12.012 ,  6.607 ,"0,55",Online
Foot Locker,1185732,8/7/2020,West,Washington,Seattle,Men's Athletic Footwear,  41 ,221,  9.061 ,  4.440 ,"0,49",Online
Foot Locker,1185732,8/8/2020,West,Washington,Seattle,Women's Street Footwear,  34 ,230,  7.820 ,  3.050 ,"0,39",Online
Foot Locker,1185732,8/9/2020,West,Washington,Seattle,Women's Athletic Footwear,  38 ,175,  6.650 ,  2.660 ,"0,4",Online
Foot Locker,1185732,8/10/2020,Southeast,Florida,Miami,Men's Apparel,  50 ,195,  9.750 ,  4.875 ,"0,5",Online
Foot Locker,1185732,8/11/2020,Southeast,Florida,Miami,Women's Apparel,  41 ,247,  10.127 ,  6.279 ,"0,62",Online
Foot Locker,1185732,8/12/2020,Southeast,Florida,Miami,Men's Street Footwear,  43 ,319,  13.717 ,  7.819 ,"0,57",Online
Foot Locker,1185732,8/13/2020,Southeast,Florida,Miami,Men's Athletic Footwear,  43 ,195,  8.385 ,  4.109 ,"0,49",Online
Foot Locker,1185732,8/14/2020,Southeast,Florida,Miami,Women's Street Footwear,  32 ,240,  7.680 ,  2.918 ,"0,38",Online
West Gear,1185732,8/15/2020,Southeast,Florida,Miami,Women's Athletic Footwear,  38 ,169,  6.422 ,  2.826 ,"0,44",Online
Foot Locker,1185732,8/16/2020,Southeast,Florida,Miami,Men's Apparel,  53 ,218,  11.554 ,  5.546 ,"0,48",Online
Foot Locker,1185732,8/17/2020,Southeast,Florida,Miami,Women's Apparel,  41 ,221,  9.061 ,  5.890 ,"0,65",Online
Foot Locker,1185732,8/18/2020,Southeast,Florida,Miami,Men's Street Footwear,  41 ,268,  10.988 ,  6.593 ,"0,6",Online
Foot Locker,1185732,8/19/2020,Southeast,Florida,Miami,Men's Athletic Footwear,  42 ,225,  9.450 ,  4.536 ,"0,48",Online
Foot Locker,1185732,8/20/2020,Southeast,Florida,Miami,Women's Street Footwear,  32 ,217,  6.944 ,  2.430 ,"0,35",Online
Foot Locker,1185732,8/21/2020,Southeast,Florida,Miami,Women's Athletic Footwear,  36 ,175,  6.300 ,  2.520 ,"0,4",Online
Foot Locker,1185732,8/22/2020,Southeast,Florida,Miami,Men's Apparel,  53 ,182,  9.646 ,  4.437 ,"0,46",Online
Foot Locker,1185732,8/23/2020,Southeast,Florida,Miami,Women's Apparel,  42 ,225,  9.450 ,  6.048 ,"0,64",Online
Foot Locker,1185732,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,  42 ,256,  10.752 ,  6.236 ,"0,58",Online
Foot Locker,1185732,4/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,  41 ,210,  8.610 ,  4.305 ,"0,5",Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Street Footwear,  32 ,203,  6.496 ,  2.598 ,"0,4",Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Athletic Footwear,  38 ,189,  7.182 ,  3.232 ,"0,45",Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Apparel,  52 ,196,  10.192 ,  4.586 ,"0,45",Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Apparel,  44 ,208,  9.152 ,  5.491 ,"0,6",Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,  52 ,300,  15.600 ,  8.736 ,"0,56",Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,  54 ,194,  10.476 ,  5.238 ,"0,5",Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Street Footwear,  47 ,188,  8.836 ,  3.269 ,"0,37",Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Athletic Footwear,  49 ,175,  8.575 ,  3.687 ,"0,43",Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Apparel,  58 ,196,  11.368 ,  5.343 ,"0,47",Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Apparel,  64 ,248,  15.872 ,  10.158 ,"0,64",Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,  55 ,290,  15.950 ,  9.411 ,"0,59",Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,  54 ,206,  11.124 ,  5.451 ,"0,49",Online
West Gear,1185732,9/7/2020,Southeast,Florida,Miami,Women's Street Footwear,  49 ,208,  10.192 ,  3.567 ,"0,35",Online
West Gear,1185732,9/8/2020,Southeast,Florida,Miami,Women's Athletic Footwear,  47 ,217,  10.199 ,  4.080 ,"0,4",Online
West Gear,1185732,9/9/2020,Southeast,Florida,Miami,Men's Apparel,  62 ,233,  14.446 ,  7.079 ,"0,49",Online
West Gear,1185732,9/10/2020,Southeast,Florida,Miami,Women's Apparel,  63 ,259,  16.317 ,  10.606 ,"0,65",Online
West Gear,1185732,9/11/2020,Southeast,Florida,Miami,Men's Street Footwear,  60 ,299,  17.940 ,  10.764 ,"0,6",Online
West Gear,1185732,9/12/2020,Southeast,Florida,Miami,Men's Athletic Footwear,  57 ,225,  12.825 ,  5.900 ,"0,46",Online
West Gear,1185732,9/13/2020,Southeast,Florida,Miami,Women's Street Footwear,  50 ,215,  10.750 ,  3.978 ,"0,37",Online
West Gear,1185732,9/14/2020,Southeast,Florida,Miami,Women's Athletic Footwear,  53 ,233,  12.349 ,  5.310 ,"0,43",Online
West Gear,1185732,9/15/2020,Southeast,Florida,Miami,Men's Apparel,  61 ,208,  12.688 ,  6.217 ,"0,49",Online
West Gear,1185732,9/16/2020,Southeast,Florida,Miami,Women's Apparel,  67 ,244,  16.348 ,  10.626 ,"0,65",Online
West Gear,1185732,9/17/2020,Southeast,Florida,Miami,Men's Street Footwear,  60 ,304,  18.240 ,  10.397 ,"0,57",Online
West Gear,1185732,9/18/2020,Southeast,Florida,Miami,Men's Athletic Footwear,  55 ,252,  13.860 ,  6.237 ,"0,45",Online
West Gear,1185732,9/19/2020,Southeast,Florida,Miami,Women's Street Footwear,  53 ,231,  12.243 ,  4.530 ,"0,37",Online
Foot Locker,1185732,9/20/2020,Southeast,Florida,Miami,Women's Athletic Footwear,  44 ,233,  10.252 ,  4.101 ,"0,4",Online
Foot Locker,1185732,9/21/2020,Southeast,Florida,Miami,Men's Apparel,  52 ,225,  11.700 ,  5.265 ,"0,45",Online
Foot Locker,1185732,9/22/2020,Southeast,Florida,Miami,Women's Apparel,  56 ,278,  15.568 ,  9.496 ,"0,61",Online
Foot Locker,1185732,9/23/2020,Southeast,Florida,Miami,Men's Street Footwear,  53 ,284,  15.052 ,  8.279 ,"0,55",Online
Foot Locker,1185732,9/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,  46 ,255,  11.730 ,  5.279 ,"0,45",Online
Sports Direct,1185732,9/25/2020,Southeast,Florida,Miami,Women's Street Footwear,  41 ,225,  9.225 ,  3.413 ,"0,37",Online
Sports Direct,1185732,9/26/2020,Southeast,Florida,Miami,Women's Athletic Footwear,  42 ,210,  8.820 ,  3.793 ,"0,43",Online
Sports Direct,1185732,9/27/2020,Southeast,Florida,Miami,Men's Apparel,  50 ,210,  10.500 ,  5.250 ,"0,5",Online
Sports Direct,1185732,9/28/2020,Southeast,Florida,Miami,Women's Apparel,  55 ,223,  12.265 ,  7.727 ,"0,63",Online
Sports Direct,1185732,9/29/2020,Southeast,Florida,Miami,Men's Street Footwear,  56 ,270,  15.120 ,  9.072 ,"0,6",Online
Sports Direct,1185732,9/30/2020,Southeast,Florida,Miami,Men's Athletic Footwear,  47 ,215,  10.105 ,  4.547 ,"0,45",Online
Sports Direct,1185732,10/1/2020,Southeast,Florida,Miami,Women's Street Footwear,  47 ,203,  9.541 ,  3.721 ,"0,39",Online
Sports Direct,1185732,10/2/2020,Southeast,Florida,Miami,Women's Athletic Footwear,  45 ,182,  8.190 ,  3.604 ,"0,44",Online
Sports Direct,1185732,10/3/2020,Southeast,Florida,Miami,Men's Apparel,  57 ,189,  10.773 ,  5.387 ,"0,5",Online
Sports Direct,1185732,10/4/2020,Southeast,Florida,Miami,Women's Apparel,  59 ,223,  13.157 ,  8.552 ,"0,65",Online
Sports Direct,1185732,10/5/2020,Southeast,Florida,Miami,Men's Street Footwear,  56 ,244,  13.664 ,  7.925 ,"0,58",Online
Sports Direct,1185732,10/6/2020,Southeast,Florida,Miami,Men's Athletic Footwear,  49 ,224,  10.976 ,  5.268 ,"0,48",Online
Sports Direct,1185732,10/7/2020,Southeast,Florida,Miami,Women's Street Footwear,  46 ,224,  10.304 ,  3.812 ,"0,37",Online
Sports Direct,1185732,10/8/2020,Southeast,Florida,Miami,Women's Athletic Footwear,  49 ,202,  9.898 ,  4.355 ,"0,44",Online
Sports Direct,1185732,10/9/2020,Southeast,Florida,Miami,Men's Apparel,  64 ,195,  12.480 ,  6.240 ,"0,5",Online
Sports Direct,1185732,10/10/2020,Southeast,Florida,Miami,Women's Apparel,  64 ,213,  13.632 ,  8.179 ,"0,6",Online
Sports Direct,1185732,5/24/2020,Southeast,Florida,Miami,Men's Street Footwear,  63 ,323,  20.349 ,  11.395 ,"0,56",Online
Sports Direct,1185732,5/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,  51 ,254,  12.954 ,  6.088 ,"0,47",Online
Sports Direct,1185732,5/24/2020,Southeast,Florida,Miami,Women's Street Footwear,  52 ,248,  12.896 ,  4.772 ,"0,37",Online
Sports Direct,1185732,5/24/2020,Southeast,Florida,Miami,Women's Athletic Footwear,  54 ,209,  11.286 ,  4.853 ,"0,43",Online
Foot Locker,1185732,5/24/2020,Southeast,Florida,Miami,Men's Apparel,  60 ,202,  12.120 ,  5.939 ,"0,49",Online
Foot Locker,1185732,5/24/2020,Southeast,Florida,Miami,Women's Apparel,  64 ,219,  14.016 ,  8.830 ,"0,63",Online
Foot Locker,1185732,10/17/2020,Southeast,Florida,Miami,Men's Street Footwear,  33 ,131,  4.323 ,  1.945 ,"0,45",Online
Foot Locker,1185732,10/18/2020,Southeast,Florida,Miami,Men's Athletic Footwear,  33 ,65,  2.145 ,  858 ,"0,4",Online
Foot Locker,1185732,10/19/2020,Southeast,Florida,Miami,Women's Street Footwear,  24 ,63,  1.512 ,  665 ,"0,44",Online
Foot Locker,1185732,10/20/2020,Southeast,Florida,Miami,Women's Athletic Footwear,  29 ,26,  754 ,  339 ,"0,45",Online
Foot Locker,1185732,10/21/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,  43 ,39,  1.677 ,  755 ,"0,45",Online
Foot Locker,1185732,10/22/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,  32 ,65,  2.080 ,  1.165 ,"0,56",Online
Foot Locker,1185732,10/23/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,  32 ,135,  4.320 ,  1.944 ,"0,45",Online
Foot Locker,1185732,10/24/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,  34 ,38,  1.292 ,  581 ,"0,45",Online
Foot Locker,1185732,10/25/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,  25 ,56,  1.400 ,  588 ,"0,42",Online
Foot Locker,1185732,10/26/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,  27 ,20,  540 ,  254 ,"0,47",Online
Foot Locker,1185732,10/27/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,  41 ,44,  1.804 ,  740 ,"0,41",Online
Foot Locker,1185732,10/28/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,  34 ,65,  2.210 ,  1.216 ,"0,55",Online
Foot Locker,1185732,10/29/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,  39 ,116,  4.524 ,  2.262 ,"0,5",Online
Foot Locker,1185732,10/30/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,  38 ,35,  1.330 ,  532 ,"0,4",Online
Foot Locker,1185732,10/31/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,  29 ,53,  1.537 ,  692 ,"0,45",Online
Foot Locker,1185732,11/1/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,  32 ,7,  224 ,  112 ,"0,5",Online
Foot Locker,1185732,11/2/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,  47 ,19,  893 ,  375 ,"0,42",Online
Foot Locker,1185732,11/3/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,  38 ,47,  1.786 ,  982 ,"0,55",Online
Foot Locker,1185732,11/4/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,  36 ,120,  4.320 ,  2.030 ,"0,47",Online
Foot Locker,1185732,11/5/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,  38 ,28,  1.064 ,  447 ,"0,42",Online
Foot Locker,1185732,11/6/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,  29 ,26,  754 ,  332 ,"0,44",Online
Foot Locker,1185732,11/7/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,  32 ,7,  224 ,  112 ,"0,5",Online
Foot Locker,1185732,11/8/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,  47 ,14,  658 ,  263 ,"0,4",Online
Foot Locker,1185732,11/9/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,  36 ,53,  1.908 ,  1.145 ,"0,6",Online
Foot Locker,1185732,11/10/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,  48 ,116,  5.568 ,  2.617 ,"0,47",Online
Foot Locker,1185732,11/11/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,  44 ,44,  1.936 ,  794 ,"0,41",Online
Foot Locker,1185732,11/12/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,  37 ,38,  1.406 ,  619 ,"0,44",Online
Foot Locker,1185732,11/13/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,  36 ,13,  468 ,  229 ,"0,49",Online
Foot Locker,1185732,11/14/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,  50 ,20,  1.000 ,  410 ,"0,41",Online
Foot Locker,1185732,11/15/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,  58 ,51,  2.958 ,  1.745 ,"0,59",Online
Foot Locker,1185732,11/16/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,  44 ,106,  4.664 ,  2.285 ,"0,49",Online
Foot Locker,1185732,11/17/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,  38 ,49,  1.862 ,  763 ,"0,41",Online
Foot Locker,1185732,11/18/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,  33 ,47,  1.551 ,  698 ,"0,45",Online
Foot Locker,1185732,11/19/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,  32 ,45,  1.440 ,  677 ,"0,47",Online
Foot Locker,1185732,11/20/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,  49 ,45,  2.205 ,  926 ,"0,42",Online
Foot Locker,1185732,11/21/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,  53 ,81,  4.293 ,  2.404 ,"0,56",Online
Foot Locker,1185732,11/22/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,  49 ,160,  7.840 ,  3.685 ,"0,47",Online
Foot Locker,1185732,11/23/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,  42 ,75,  3.150 ,  1.418 ,"0,45",Online
Foot Locker,1185732,11/24/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,  36 ,63,  2.268 ,  953 ,"0,42",Online
Foot Locker,1185732,11/25/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,  38 ,51,  1.938 ,  930 ,"0,48",Online
Foot Locker,1185732,11/26/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,  49 ,58,  2.842 ,  1.165 ,"0,41",Online
Foot Locker,1185732,11/27/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,  54 ,98,  5.292 ,  2.911 ,"0,55",Online
Foot Locker,1185732,11/28/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,  47 ,137,  6.439 ,  3.026 ,"0,47",Online
Foot Locker,1185732,11/29/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,  43 ,87,  3.741 ,  1.534 ,"0,41",Online
Foot Locker,1185732,11/30/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,  37 ,68,  2.516 ,  1.006 ,"0,4",Online
Foot Locker,1185732,12/1/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,  33 ,47,  1.551 ,  760 ,"0,49",Online
Foot Locker,1185732,12/2/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,  42 ,42,  1.764 ,  723 ,"0,41",Online
Foot Locker,1185732,12/3/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,  46 ,88,  4.048 ,  2.307 ,"0,57",Online
Foot Locker,1185732,12/4/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,  43 ,113,  4.859 ,  2.332 ,"0,48",Online
Foot Locker,1185732,12/5/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,  37 ,73,  2.701 ,  1.215 ,"0,45",Online
Foot Locker,1185732,12/6/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,  24 ,41,  984 ,  394 ,"0,4",Online
Foot Locker,1185732,12/7/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,  24 ,31,  744 ,  342 ,"0,46",Online
Foot Locker,1185732,12/8/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,  32 ,34,  1.088 ,  479 ,"0,44",Online
Foot Locker,1185732,12/9/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,  39 ,52,  2.028 ,  1.156 ,"0,57",Online
Foot Locker,1185732,12/10/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,  41 ,98,  4.018 ,  1.888 ,"0,47",Online
Foot Locker,1185732,12/11/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,  34 ,58,  1.972 ,  848 ,"0,43",Online
Foot Locker,1185732,12/12/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,  32 ,25,  800 ,  336 ,"0,42",Online
Foot Locker,1185732,12/13/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,  32 ,21,  672 ,  309 ,"0,46",Online
Foot Locker,1185732,12/14/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,  41 ,19,  779 ,  327 ,"0,42",Online
Foot Locker,1185732,12/15/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,  49 ,60,  2.940 ,  1.764 ,"0,6",Online
Foot Locker,1185732,12/16/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,  46 ,91,  4.186 ,  1.967 ,"0,47",Online
Foot Locker,1185732,12/17/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,  38 ,52,  1.976 ,  790 ,"0,4",Online
Foot Locker,1185732,12/18/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,  36 ,38,  1.368 ,  547 ,"0,4",Online
Foot Locker,1185732,12/19/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,  38 ,45,  1.710 ,  838 ,"0,49",Online
Foot Locker,1185732,12/20/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,  52 ,34,  1.768 ,  743 ,"0,42",Online
Foot Locker,1185732,12/21/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,  59 ,61,  3.599 ,  2.159 ,"0,6",Online
Foot Locker,1185732,12/22/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,  50 ,124,  6.200 ,  3.100 ,"0,5",Online
Foot Locker,1185732,12/23/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,  42 ,77,  3.234 ,  1.455 ,"0,45",Online
Foot Locker,1185732,12/24/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,  44 ,56,  2.464 ,  1.010 ,"0,41",Online
Foot Locker,1185732,12/25/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,  44 ,49,  2.156 ,  1.056 ,"0,49",Online
Foot Locker,1185732,12/26/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,  54 ,44,  2.376 ,  974 ,"0,41",Online
Foot Locker,1185732,12/27/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,  54 ,77,  4.158 ,  2.370 ,"0,57",Online
Kohl's,1189833,12/28/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,  32 ,119,  3.808 ,  2.209 ,"0,58",Online
Kohl's,1189833,12/29/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,  43 ,128,  5.504 ,  2.312 ,"0,42",Online
Kohl's,1189833,12/30/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,  41 ,119,  4.879 ,  2.879 ,"0,59",Online
Kohl's,1189833,12/31/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,  44 ,98,  4.312 ,  2.242 ,"0,52",Online
Kohl's,1189833,1/1/2021,Midwest,Montana,Billings,Men's Apparel,  47 ,77,  3.619 ,  2.714 ,"0,75",Online
Kohl's,1189833,1/2/2021,Midwest,Montana,Billings,Women's Apparel,  43 ,138,  5.934 ,  2.314 ,"0,39",Online
Kohl's,1189833,1/3/2021,Midwest,Montana,Billings,Men's Street Footwear,  34 ,158,  5.372 ,  3.062 ,"0,57",Online
Kohl's,1189833,1/4/2021,Midwest,Montana,Billings,Men's Athletic Footwear,  42 ,123,  5.166 ,  2.325 ,"0,45",Online
Kohl's,1189833,1/5/2021,Midwest,Montana,Billings,Women's Street Footwear,  43 ,122,  5.246 ,  2.990 ,"0,57",Online
Kohl's,1189833,1/6/2021,Midwest,Montana,Billings,Women's Athletic Footwear,  44 ,81,  3.564 ,  1.960 ,"0,55",Online
Kohl's,1189833,1/7/2021,Midwest,Montana,Billings,Men's Apparel,  48 ,59,  2.832 ,  2.039 ,"0,72",Online
Kohl's,1189833,1/8/2021,Midwest,Montana,Billings,Women's Apparel,  43 ,119,  5.117 ,  1.893 ,"0,37",Online
Kohl's,1189833,1/9/2021,Midwest,Montana,Billings,Men's Street Footwear,  32 ,173,  5.536 ,  3.045 ,"0,55",Online
Kohl's,1189833,1/10/2021,Midwest,Montana,Billings,Men's Athletic Footwear,  41 ,115,  4.715 ,  1.933 ,"0,41",Online
Kohl's,1189833,1/11/2021,Midwest,Montana,Billings,Women's Street Footwear,  42 ,128,  5.376 ,  3.064 ,"0,57",Online
Kohl's,1189833,1/12/2021,Midwest,Montana,Billings,Women's Athletic Footwear,  44 ,91,  4.004 ,  2.122 ,"0,53",Online
Kohl's,1189833,1/13/2021,Midwest,Montana,Billings,Men's Apparel,  48 ,60,  2.880 ,  2.045 ,"0,71",Online
Kohl's,1189833,1/14/2021,Midwest,Montana,Billings,Women's Apparel,  42 ,112,  4.704 ,  1.835 ,"0,39",Online
Kohl's,1189833,1/15/2021,Midwest,Montana,Billings,Men's Street Footwear,  44 ,161,  7.084 ,  4.180 ,"0,59",Online
Kohl's,1189833,1/16/2021,Midwest,Montana,Billings,Men's Athletic Footwear,  43 ,101,  4.343 ,  1.954 ,"0,45",Online
Kohl's,1189833,1/17/2021,Midwest,Montana,Billings,Women's Street Footwear,  44 ,120,  5.280 ,  3.168 ,"0,6",Online
Kohl's,1189833,1/18/2021,Midwest,Montana,Billings,Women's Athletic Footwear,  36 ,78,  2.808 ,  1.404 ,"0,5",Online
Kohl's,1189833,1/19/2021,Midwest,Montana,Billings,Men's Apparel,  44 ,56,  2.464 ,  1.823 ,"0,74",Online
Kohl's,1189833,1/20/2021,Midwest,Montana,Billings,Women's Apparel,  55 ,101,  5.555 ,  2.166 ,"0,39",Online
Kohl's,1189833,1/21/2021,Midwest,Montana,Billings,Men's Street Footwear,  39 ,150,  5.850 ,  3.335 ,"0,57",Online
Kohl's,1189833,1/22/2021,Midwest,Montana,Billings,Men's Athletic Footwear,  41 ,106,  4.346 ,  1.912 ,"0,44",Online
Kohl's,1189833,1/23/2021,Midwest,Montana,Billings,Women's Street Footwear,  44 ,111,  4.884 ,  2.686 ,"0,55",Online
Kohl's,1189833,1/24/2021,Midwest,Montana,Billings,Women's Athletic Footwear,  38 ,88,  3.344 ,  1.772 ,"0,53",Online
Kohl's,1189833,1/25/2021,Midwest,Montana,Billings,Men's Apparel,  41 ,61,  2.501 ,  1.851 ,"0,74",Online
Kohl's,1189833,1/26/2021,Midwest,Montana,Billings,Women's Apparel,  59 ,108,  6.372 ,  2.421 ,"0,38",Online
Kohl's,1189833,1/27/2021,Midwest,Montana,Billings,Men's Street Footwear,  36 ,169,  6.084 ,  3.590 ,"0,59",Online
Kohl's,1189833,1/28/2021,Midwest,Montana,Billings,Men's Athletic Footwear,  42 ,147,  6.174 ,  2.531 ,"0,41",Online
Kohl's,1189833,1/29/2021,Midwest,Montana,Billings,Women's Street Footwear,  44 ,165,  7.260 ,  3.993 ,"0,55",Online
Kohl's,1189833,1/30/2021,Midwest,Montana,Billings,Women's Athletic Footwear,  38 ,106,  4.028 ,  2.135 ,"0,53",Online
Kohl's,1189833,1/31/2021,Midwest,Montana,Billings,Men's Apparel,  41 ,75,  3.075 ,  2.276 ,"0,74",Online
Kohl's,1189833,2/1/2021,Midwest,Montana,Billings,Women's Apparel,  55 ,150,  8.250 ,  2.970 ,"0,36",Online
Kohl's,1189833,2/2/2021,Midwest,Montana,Billings,Men's Street Footwear,  37 ,203,  7.511 ,  4.431 ,"0,59",Online
Kohl's,1189833,2/3/2021,Midwest,Montana,Billings,Men's Athletic Footwear,  41 ,156,  6.396 ,  2.750 ,"0,43",Online
Kohl's,1189833,2/4/2021,Midwest,Montana,Billings,Women's Street Footwear,  44 ,143,  6.292 ,  3.712 ,"0,59",Online
Kohl's,1189833,2/5/2021,Midwest,Montana,Billings,Women's Athletic Footwear,  36 ,113,  4.068 ,  2.156 ,"0,53",Online
Kohl's,1189833,2/6/2021,Midwest,Montana,Billings,Men's Apparel,  42 ,124,  5.208 ,  3.646 ,"0,7",Online
Kohl's,1189833,2/7/2021,Midwest,Montana,Billings,Women's Apparel,  58 ,143,  8.294 ,  2.903 ,"0,35",Online
